,index,0
0,2020-01-01,46483.0
1,2020-02-01,47527.0
2,2020-03-01,47258.0
3,2020-04-01,45743.0
4,2020-05-01,40920.0
5,2020-06-01,34288.0
6,2020-07-01,47711.0
7,2020-08-01,47236.0
8,2020-09-01,46002.0
9,2020-10-01,46399.0
10,2020-11-01,47088.0
11,2020-12-01,47282.0
12,2021-01-01,44917.0
13,2021-02-01,44011.0
14,2021-03-01,44727.0
15,2021-04-01,47457.0
16,2021-05-01,47577.0
17,2021-06-01,47746.0
