Date,WU_SFH_Num,WU_SFH_Gal,WU_MFH_Num,WU_MFH_Gal,WU_Com_Num,WU_Com_Gal,WU_Ind_Num,WU_Ind_Gal,CL_Days_GT001Prec,CL_Days_GT010Prec,CL_Days_MinLT32Temp,CL_Days_MaxGT90Temp,CL_Days_MinLT0Temp,CL_Days_MaxLT32Temp,CL_Dep_AveTemp,CL_Dep_MaxTemp,CL_Dep_MinTemp,CL_Dep_Prec,CL_GR_Prec,CL_MAX_SLPress,CL_MaxTemp,CL_MeanTemp,CL_MinSLPress,CL_MinTemp,CL_SLPress,CL_StaPress,CL_Tot_Prec,CL_Tot_Snowfall,CL_ShortDur_005Prec,CL_ShortDur_060Prec,CL_ShortDur_180Prec,EC_Mdol_Imports_N,EC_NPer_Unemp_N,EC_NPer_Emp_N,EC_Perc_LaborPartic_S,EC_N1UnitHU_Permit_S,EC_NTotHU_Permit_S,EC_TPer_Const_N,EC_TPer_EducHealth_N,EC_TPer_Fin_N,EC_TPer_Mfg_N,EC_TPer_NonFarm_N,EC_CoincEconActInd_S,EC_Perc_Unemp_N,EC_Tper_3MoCh_NonFarm_S,EC_TPer_TotPri_S,EC_Tper_3MoCh_TotPri_S,EC_TPer_TranUtil_S,EC_TPer_LeisHosp_S,EC_TPer_StateGov_S,EC_TPer_TotPri_N,EC_TPer_TranUtil_N,EC_TPer_LeisHosp_N,EC_TPer_StateGov_N
2015-05-01,45407,229196378.0,18939,182359333.0,4304,132475280.0,44,9612039.0,4.0,3.0,0.0,0.0,0.0,0.0,4.4,6.6,2.2,0.14,3.18,30.36,75.0,62.9,29.68,50.8,30.12,30.05,3.69,0.0,0.19,1.31,2.61,601.602675,33876,521791,65.1,62.27331807,67.94976046,17.3,106.9,34.9,41.2,495.6,111.05,6.1,2.1,425.6,2.0,11.4,9.2,19.9,429.8,11.5,9.6,20.6
2015-06-01,45402,361006971.0,18930,194076447.0,4306,139849528.0,43,11610650.0,9.0,6.0,0.0,0.0,0.0,0.0,-1.6,-2.5,-0.7,1.71,2.07,30.33,75.0,66.4,29.63,57.7,29.98,29.91,5.35,0.0,0.16,0.73,1.29,736.627185,32521,526009,65.0,92.7850044,103.0519511,17.8,103.3,35.1,41.4,494.3,111.66,5.8,1.3,425.1,1.3,11.4,8.8,19.8,431.5,11.6,10.3,18.3
2015-07-01,45365,341099070.0,18894,191830008.0,4295,153397918.0,44,10801501.0,10.0,5.0,0.0,2.0,0.0,0.0,1.0,0.7,1.4,-0.95,0.7,30.18,83.5,74.5,29.55,65.6,29.89,29.83,2.34,0.0,0.0,0.0,0.0,709.859334,34457,525266,64.8,66.70991346,73.99018357,18.3,102.6,34.9,40.8,490.7,112.08,6.2,0.8,426.0,0.9,11.4,8.8,19.6,431.1,10.8,10.7,18.1
2015-08-01,45366,398741791.0,18898,197368110.0,4295,163231193.0,42,11407554.0,4.0,3.0,0.0,6.0,0.0,0.0,2.6,3.1,2.2,-0.82,1.08,30.21,84.5,74.9,29.72,65.4,29.98,29.91,2.78,0.0,0.0,0.0,0.0,720.398569,33192,522791,64.7,74.55177344,67.85026363,18.3,101.7,34.8,41.2,489.1,112.47,6.0,-0.3,425.4,-0.1,11.5,8.7,19.7,429.9,10.8,10.6,18.2
2015-09-01,45379,408059746.0,18899,213368489.0,4293,176826983.0,42,11051730.0,6.0,3.0,0.0,3.0,0.0,0.0,4.4,5.6,3.0,-0.73,2.07,30.52,79.8,69.1,29.67,58.3,30.08,30.01,3.19,0.0,0.16,0.57,1.12,751.946493,28947,521854,64.6,81.32891367,98.348144,18.2,106.1,35.1,41.1,496.7,112.9,5.3,0.5,426.8,0.6,11.5,9.0,19.7,432.0,11.8,9.7,20.4
2015-10-01,45378,311572571.0,18887,186686715.0,4317,157902441.0,42,10643344.0,8.0,5.0,3.0,0.0,0.0,0.0,0.1,-0.3,0.5,-1.13,1.49,30.61,63.0,53.7,29.49,44.4,30.09,30.02,2.8,0.0,0.14,0.35,0.49,728.147795,28856,524061,64.5,69.75773535,75.51416289,18.3,108.2,35.7,41.2,497.8,113.13,5.2,0.6,427.7,0.6,11.6,9.0,19.7,432.9,11.8,9.3,20.2
2015-11-01,45395,216222393.0,18926,188281070.0,4286,141798928.0,43,11411107.0,7.0,6.0,6.0,0.0,0.0,0.0,3.2,3.6,3.0,-1.89,1.67,30.86,56.8,47.7,29.45,38.7,30.17,30.11,2.62,0.0,0.18,0.86,1.14,677.088045,30887,524066,64.5,84.48955027,93.85328741,18.3,108.5,36.1,41.4,498.0,113.58,5.6,1.1,428.4,1.0,11.5,9.1,19.7,432.9,11.9,8.4,20.1
2015-12-01,45402,203527030.0,18946,181140026.0,4261,117487903.0,44,9765596.0,13.0,10.0,11.0,0.0,0.0,0.0,11.7,11.8,11.6,0.58,1.77,30.65,54.1,46.0,29.27,37.9,30.09,30.03,4.8,0.6,0.13,0.61,0.93,784.951006,29729,524651,64.5,66.91313559,74.90631846,17.9,107.9,36.2,41.4,497.2,113.8,5.4,0.9,429.0,0.7,11.5,9.2,19.7,431.9,12.4,8.3,20.1
2016-01-01,38721,170445354.0,16828,160683438.0,3690,94536369.0,39,10560571.0,6.0,5.0,27.0,0.0,0.0,5.0,3.0,3.2,2.7,-0.83,1.41,30.59,40.6,32.2,29.28,23.7,29.96,29.89,3.03,7.3,0.11,0.35,0.83,438.624813,34224,514619,64.5,75.48645857,81.55067743,16.0,104.2,35.3,40.5,479.1,113.96,6.2,0.0,427.7,0.0,11.4,9.2,19.7,414.3,11.3,7.5,20.1
2016-02-01,36219,140339251.0,18440,156613861.0,3878,113943925.0,36,3174370.0,11.0,8.0,21.0,0.0,3.0,6.0,1.8,3.2,0.5,2.03,1.48,30.62,43.5,33.8,29.15,24.1,30.0,29.92,5.32,11.5,0.0,0.0,0.0,553.634754,33886,517867,64.5,68.20100221,74.45059664,15.5,107.1,35.5,40.5,482.1,114.4,6.1,0.2,428.7,0.1,11.5,9.3,19.8,417.1,11.2,7.6,20.2
2016-03-01,45493,193988938.0,18959,181683822.0,4265,121946627.0,44,10586354.0,10.0,5.0,14.0,0.0,0.0,1.0,5.0,5.4,4.6,-2.33,1.58,30.45,53.2,43.9,29.43,34.6,30.02,29.95,2.68,2.6,0.03,0.25,0.56,822.64635,31835,519627,64.5,80.74519495,88.33574542,16.1,108.0,35.6,40.6,485.9,114.82,5.8,0.4,430.0,0.3,11.4,9.4,19.9,420.6,11.2,7.9,20.3
2016-04-01,45489,195943701.0,18956,175203075.0,4263,114738757.0,45,10844295.0,11.0,7.0,6.0,0.0,0.0,1.0,-1.3,-1.2,-1.5,-0.45,1.44,30.45,57.4,47.8,29.15,38.1,30.03,29.96,3.91,6.7,0.07,0.38,0.84,662.723591,27851,521930,64.5,68.27965811,82.50202365,17.6,108.4,35.5,40.5,493.1,114.96,5.1,0.5,429.0,0.4,11.4,9.4,19.9,428.0,11.3,8.9,20.4
2016-05-01,45489,195943701.0,19060,167433883.0,4299,118828223.0,47,9821195.0,13.0,8.0,0.0,1.0,0.0,0.0,0.9,1.0,0.8,-0.37,1.5,30.27,69.4,59.4,29.54,49.4,29.97,29.9,3.18,0.0,0.15,0.79,1.22,792.476274,27666,521195,64.5,73.60318974,92.9639233,18.5,108.2,35.5,40.5,497.9,115.12,5.0,-0.1,428.7,0.0,11.5,9.3,19.7,432.4,11.6,9.6,20.4
2016-06-01,45429,306670261.0,18916,194375564.0,4264,166654198.0,43,12879124.0,7.0,3.0,0.0,0.0,0.0,0.0,0.8,1.4,0.3,-2.59,0.58,30.35,78.9,68.8,29.39,58.7,29.92,29.85,1.05,0.0,0.12,0.43,0.46,660.811558,28211,527984,64.5,70.13224757,77.81987181,18.9,103.1,35.8,40.8,498.6,115.51,5.1,-0.4,429.1,-0.3,11.5,9.2,19.8,435.6,11.8,10.8,18.4
2016-07-01,45432,376550807.7,18895,191938024.5,4253,146635082.9,46,10778273.92,11.0,8.0,0.0,9.0,0.0,0.0,2.5,2.8,2.1,0.66,1.71,30.22,85.6,76.0,29.72,66.3,29.94,29.88,3.95,0.0,0.36,0.86,1.45,854.961642,30765,528438,64.5,60.10841314,67.66186944,19.3,102.3,35.8,40.1,494.9,115.7,5.5,0.3,429.5,0.2,11.5,9.4,19.7,434.6,10.9,11.6,18.3
2016-08-01,45498,437952997.7,18880,211028274.3,4256,175314487.5,49,11949424.76,7.0,6.0,0.0,5.0,0.0,0.0,3.7,4.1,3.3,-0.89,0.74,30.3,85.5,76.0,29.66,66.5,30.03,29.96,2.71,0.0,0.16,0.57,0.74,842.139848,30207,525726,64.5,76.10812552,88.89665491,19.4,101.8,35.7,40.4,493.8,116.09,5.4,0.4,429.5,0.3,11.6,9.4,19.9,433.9,10.9,11.3,18.4
2016-09-01,47215,420262742.1,19120,201592268.9,4313,166986890.5,47,12794694.36,12.0,6.0,0.0,2.0,0.0,0.0,3.6,2.9,4.1,-1.18,0.87,30.48,77.1,68.3,29.8,59.4,30.11,30.03,2.74,0.0,0.2,0.69,0.81,840.430821,26598,526134,64.5,75.74383047,89.8778711,19.2,105.7,35.6,40.1,499.6,116.5,4.8,0.4,430.1,0.3,11.5,9.3,19.9,434.4,11.8,9.9,20.5
2016-10-01,46128,302257660.5,18908,191442561.6,4265,150901772.8,45,11610191.12,11.0,8.0,1.0,0.0,0.0,0.0,2.1,2.2,2.1,0.9,1.66,30.49,65.5,55.7,29.21,46.0,30.09,30.02,4.83,0.0,0.22,0.59,0.6,696.796122,24844,529298,64.5,66.10420133,90.55341701,19.3,108.0,35.7,40.3,500.5,116.92,4.5,0.2,430.3,0.3,11.6,9.3,19.9,435.0,11.8,9.6,20.5
2016-11-01,46427,210064182.5,18960,166553528.6,4326,124891488.4,73,11264681.76,8.0,5.0,11.0,0.0,0.0,0.0,1.9,2.6,1.3,-1.05,1.58,30.46,55.8,46.4,29.31,37.0,30.0,29.93,3.46,0.0,0.09,0.55,1.04,792.970128,24976,530682,64.5,82.48913357,100.5487023,18.9,108.1,35.8,40.4,499.8,117.31,4.5,0.1,429.8,0.1,11.6,9.3,20.0,434.1,12.0,8.6,20.4
2016-12-01,47314,219518064.4,19201,177014687.0,4294,117396453.9,46,9745964.28,13.0,8.0,26.0,0.0,0.0,4.0,0.6,0.9,0.2,-1.08,0.94,30.78,43.2,34.9,29.37,26.5,30.07,30.0,3.14,4.4,0.04,0.33,0.65,786.435416,24456,529761,64.5,101.3897879,112.3710336,18.2,107.5,35.8,40.6,497.7,117.74,4.4,0.2,430.3,0.1,11.6,9.3,20.0,432.1,12.5,8.4,20.3
2017-01-01,45564,199915447.6,18922,185667074.4,4239,116803139.6,43,8690817.52,15.0,11.0,18.0,0.0,0.0,6.0,5.6,4.7,6.4,1.1,1.65,30.71,42.1,34.8,29.23,27.4,29.99,29.92,4.96,17.0,0.05,0.31,0.5,617.799424,30605,522684,64.6,99.99913898,115.6051343,16.4,104.2,35.5,40.1,481.6,118.39,5.5,0.2,431.1,0.3,11.6,9.2,19.8,416.6,11.4,7.5,20.2
2017-02-01,45604,188364745.2,18940,173765840.6,4226,110716762.7,44,11284178.4,10.0,5.0,22.0,0.0,0.0,2.0,3.7,4.7,2.8,-1.22,1.04,30.42,45.0,35.7,29.24,26.4,29.99,29.92,2.22,16.8,0.0,0.0,0.0,516.084581,29399,526173,64.6,78.34118134,88.20505395,16.2,106.8,35.6,40.1,485.2,118.57,5.3,0.4,431.0,0.4,11.7,9.3,19.9,420.1,11.4,7.7,20.2
2017-03-01,45655,192681917.0,18973,176075316.8,4234,117596766.8,44,9706609.0,10.0,7.0,20.0,0.0,0.0,5.0,-3.8,-4.4,-3.2,-1.05,1.6,30.55,43.4,35.1,28.87,26.8,30.08,30.02,3.85,7.7,0.0,0.0,0.0,724.408845,26270,527435,64.7,93.64931475,100.1151565,16.3,108.2,35.6,40.2,487.0,118.99,4.7,0.2,431.1,0.3,11.5,9.3,19.8,421.7,11.3,7.8,20.3
2017-04-01,40919,171039443.0,12596,107584033.7,2963,70009506.32,35,10465591.12,12.0,6.0,0.0,0.0,0.0,0.0,3.5,3.1,3.8,2.81,2.24,30.59,61.7,52.6,29.27,43.4,30.08,30.02,7.1,0.0,0.0,0.0,0.0,645.569204,22810,529120,64.7,64.60330881,74.84324272,17.9,108.8,35.6,40.4,495.7,119.44,4.1,0.6,432.5,0.5,11.6,9.2,19.9,430.4,11.4,8.6,20.4
2017-05-01,48338,210886327.5,19267,174268850.6,4316,124017454.6,70,10088119.44,13.0,10.0,0.0,2.0,0.0,0.0,-0.4,-2.2,1.4,3.52,2.55,30.39,66.2,58.1,29.45,50.0,29.9,29.84,6.89,0.0,0.0,0.0,0.0,717.478054,22278,528720,64.7,83.49835629,91.23256578,18.7,108.4,35.8,40.4,502.1,119.63,4.0,0.5,432.3,0.4,11.5,9.3,20.0,436.1,11.6,9.7,20.7
2017-06-01,47472,259191343.1,18942,180514062.2,4330,135820656.1,52,14874437.32,16.0,8.0,0.0,2.0,0.0,0.0,0.8,1.0,0.6,0.45,2.22,30.15,78.5,68.8,29.56,59.0,29.9,29.84,4.26,0.0,0.0,0.0,0.0,725.223768,23636,533731,64.7,93.638424,101.0950233,19.3,103.5,36.1,40.7,503.4,119.88,4.2,0.8,433.1,0.7,11.6,9.6,20.0,439.7,11.9,11.2,18.6
2017-07-01,47337,340972876.0,19225,200006860.0,4340,155868117.0,48,11722756.0,9.0,6.0,0.0,4.0,0.0,0.0,-0.8,-1.5,-0.2,0.55,1.02,30.24,81.3,72.7,29.67,64.0,29.97,29.9,3.46,0.0,0.0,0.0,0.0,871.89831,26874,533960,64.7,94.71664256,103.769731,19.5,102.7,36.0,40.0,498.8,120.08,4.8,0.3,432.9,0.1,11.7,9.5,20.2,438.1,11.1,11.7,18.7
2017-08-01,46048,365592855.0,19080,196257482.0,4317,166316138.0,45,13674218.0,9.0,4.0,0.0,2.0,0.0,0.0,-0.4,0.0,-0.9,-2.13,0.51,30.36,81.4,71.9,29.71,62.3,30.03,29.97,1.46,0.0,0.0,0.0,0.0,917.852577,26015,531453,64.7,142.2017265,127.0167028,19.6,102.7,36.1,40.5,499.3,120.12,4.7,0.8,434.5,0.7,11.7,9.6,20.1,439.0,11.0,11.6,18.6
2017-09-01,47376,363537469.0,19261,197275781.0,4350,157661780.0,47,12252084.0,10.0,6.0,0.0,0.0,0.0,0.0,3.4,2.8,3.9,-0.32,1.71,30.34,77.0,68.1,29.68,59.2,30.03,29.97,3.85,0.0,0.0,0.0,0.0,693.256333,22522,534412,64.7,84.37101056,90.81200394,19.3,105.8,36.0,40.4,503.3,120.3,4.0,0.1,433.5,0.1,11.9,9.3,20.2,437.6,12.1,9.9,20.8
2017-10-01,47378,289173253.0,19273,180252286.0,4340,149330441.0,49,14716127.0,9.0,8.0,0.0,0.0,0.0,0.0,7.6,7.7,7.5,1.51,2.34,30.67,71.0,61.2,29.04,51.4,30.1,30.03,5.44,0.0,0.2,0.74,1.08,788.693291,21947,534248,64.7,85.44584928,94.48580763,19.3,107.6,35.7,40.5,503.3,120.46,3.9,0.0,433.0,0.0,12.1,9.3,20.0,437.5,12.3,9.6,20.6
2017-11-01,42889,205181571.0,13543,121056169.0,3549,112384120.0,39,10829818.0,11.0,5.0,12.0,0.0,0.0,0.0,-0.4,0.3,-1.1,-1.57,1.28,30.55,53.5,44.1,29.18,34.6,30.1,30.03,2.94,0.0,0.15,0.36,0.5,988.252364,24576,534420,64.7,77.16298764,86.97821113,19.2,108.3,35.9,40.7,503.8,120.44,4.4,-0.2,434.1,-0.1,12.0,9.5,20.0,438.2,12.4,8.8,20.5
2017-12-01,47439,195064472.0,19252,161674668.0,4299,110668942.0,48,12038898.0,12.0,6.0,27.0,0.0,0.0,9.0,-3.2,-3.9,-2.5,-1.65,0.79,30.49,38.4,31.1,29.28,23.8,30.04,29.96,2.57,5.1,0.0,0.0,0.0,1144.737401,23522,533987,64.7,70.1940483,83.29346423,18.7,107.8,35.8,41.0,502.9,120.88,4.2,0.2,434.1,0.2,12.2,9.4,20.1,436.9,13.1,8.5,20.5
2018-01-01,47324,212392795.0,19250,184647139.0,4300,120113634.0,49,12724640.0,9.0,7.0,26.0,0.0,1.0,11.0,0.0,0.0,-0.1,2.63,3.33,30.72,37.4,29.2,28.86,20.9,30.14,30.06,6.49,21.1,0.19,0.51,1.06,786.723894,29238,524729,64.7,70.76660348,77.69648968,16.5,103.3,35.3,40.5,483.0,120.96,5.3,-0.4,431.9,-0.4,12.2,9.5,19.9,417.7,12.0,7.8,20.3
2018-02-01,37196,154873562.0,16765,163387782.0,3701,121836837.0,44,11886924.0,16.0,12.0,18.0,0.0,0.0,1.0,7.6,8.5,6.8,2.16,1.37,30.83,48.8,39.6,29.49,30.4,30.21,30.13,5.45,5.7,0.05,0.26,0.58,734.686758,28999,530310,64.8,86.44040985,117.5980188,17.2,106.8,35.4,40.7,489.2,121.45,5.2,0.1,434.3,0.1,12.0,9.4,19.9,423.8,11.8,7.8,20.3
2018-03-01,47376,197393936.0,19239,173264655.0,4279,115903112.0,46,10560953.0,12.0,4.0,18.0,0.0,0.0,0.0,-0.1,-1.7,1.5,-0.16,2.56,30.72,46.1,38.8,29.14,31.5,29.88,29.81,4.85,13.1,0.1,0.31,0.81,867.423244,25340,530371,64.9,77.53163996,116.7827717,17.4,107.4,35.3,40.9,490.9,121.85,4.6,0.1,434.9,0.3,12.2,9.5,19.8,425.5,12.0,8.0,20.3
2018-04-01,47418,189077493.0,19263,169427009.0,4290,101820054.0,47,10580363.0,14.0,9.0,8.0,0.0,0.0,0.0,-3.3,-3.5,-3.2,1.48,2.0,30.5,55.1,45.8,29.37,36.4,29.98,29.92,5.84,3.6,0.11,0.48,0.87,847.373123,21637,533524,64.9,78.53038588,106.5028112,18.7,108.8,35.4,40.6,498.6,122.52,3.9,1.1,435.1,1.1,12.1,9.5,19.9,433.1,11.9,8.9,20.4
2018-05-01,47427,210593698.0,19260,170466478.0,4305,124450547.0,47,10483015.0,10.0,8.0,0.0,2.0,0.0,0.0,4.5,4.9,4.2,-1.22,0.58,30.44,73.3,63.0,29.71,52.8,30.04,29.97,2.33,0.0,0.3,0.52,0.58,850.511266,20319,535073,64.9,88.26770797,126.1592791,19.6,108.6,35.3,40.6,506.4,122.97,3.7,0.7,435.6,0.4,12.1,9.5,19.9,439.5,12.2,9.9,20.6
2018-06-01,47388,279670753.0,19257,187793653.0,4300,122873807.0,49,10647683.0,8.0,6.0,0.0,1.0,0.0,0.0,-0.4,-0.6,-0.2,-0.93,1.45,30.27,76.9,67.6,29.6,58.2,29.94,29.87,2.71,0.0,0.25,0.85,1.3,745.920276,21406,539284,64.9,65.1839538,78.21339852,20.1,104.2,35.5,40.6,506.1,123.16,3.8,0.4,435.5,0.2,12.1,9.7,19.8,442.1,12.4,11.4,18.4
2018-07-01,47370,404995650.0,19238,176628598.0,4304,146334307.0,50,11334511.0,9.0,3.0,0.0,4.0,0.0,0.0,2.1,2.2,1.9,-1.99,0.59,30.37,85.0,75.6,29.77,66.1,30.09,30.02,1.3,0.0,0.16,0.49,0.59,846.793666,24052,540825,64.8,77.74758701,99.06027791,20.3,103.6,35.5,39.8,502.4,123.4,4.3,0.5,436.3,0.4,12.1,9.8,20.0,441.5,11.5,12.1,18.5
2018-08-01,47427,402636317.0,19281,208446059.0,4333,179697385.0,50,13417026.0,11.0,6.0,0.0,11.0,0.0,0.0,4.7,4.1,5.2,1.72,1.62,30.35,85.5,77.0,29.61,68.4,30.01,29.95,5.32,0.0,0.31,0.98,1.43,991.781944,23112,535593,64.7,73.62905469,143.2199317,20.4,103.1,35.4,40.4,502.2,123.84,4.1,0.1,436.6,0.3,11.9,9.9,20.0,441.7,11.4,11.9,18.5
2018-09-01,47460,340004525.0,19311,181917245.0,4331,168313874.0,50,10002608.0,13.0,10.0,0.0,3.0,0.0,0.0,2.9,0.6,5.1,3.89,3.43,30.6,74.8,67.6,29.72,60.4,30.19,30.11,7.81,0.0,0.25,1.21,1.7,843.246317,19310,537432,64.7,64.25618275,68.4646382,20.3,107.0,35.2,40.3,507.1,124.02,3.5,0.4,436.1,0.2,12.2,9.3,20.1,440.5,12.4,10.0,20.8
2018-10-01,47510,263905538.0,19344,180561112.0,4354,132173664.0,50,11399281.0,13.0,8.0,5.0,0.0,0.0,0.0,-0.6,-1.4,0.3,2.12,2.05,30.49,61.9,53.0,29.43,44.2,30.02,29.96,6.05,0.0,0.15,0.66,0.79,1049.107208,17966,540377,64.6,84.58684389,89.73081996,20.3,109.5,35.4,40.1,507.4,124.24,3.2,0.2,437.2,0.3,12.2,7.5,20.2,441.4,12.4,7.8,20.8
2018-11-01,47521,204220093.0,19374,183532526.0,4331,127248779.0,49,9305875.0,13.0,13.0,11.0,0.0,0.0,2.0,-3.1,-4.6,-1.6,6.06,2.0,30.64,48.6,41.4,29.23,34.1,30.03,29.96,10.57,6.0,0.14,0.58,1.1,905.015577,20490,540235,64.6,78.18310495,84.88317151,20.1,110.1,35.3,40.1,507.1,124.44,3.7,0.1,437.0,0.1,12.2,7.4,20.1,441.1,12.6,6.7,20.6
2018-12-01,47516,190055193.0,19358,172023700.0,4319,109642094.0,49,9129093.0,9.0,5.0,22.0,0.0,0.0,1.0,1.5,1.4,1.5,0.55,1.7,30.64,43.7,35.8,29.25,27.8,30.07,30.01,4.77,0.3,0.09,0.27,0.54,1045.87851,20539,538492,64.6,62.33327498,68.75408936,19.7,109.4,35.2,40.2,506.0,124.62,3.7,0.2,437.1,0.3,12.3,7.4,20.2,439.7,13.2,6.5,20.6
