Date,WU_SFH_Num,WU_SFH_Gal,WU_MFH_Num,WU_MFH_Gal,WU_Com_Num,WU_Com_Gal,WU_Ind_Num,WU_Ind_Gal,CL_Days_GT001Prec,CL_Days_GT010Prec,CL_Days_MinLT32Temp,CL_Days_MaxGT90Temp,CL_Days_MinLT0Temp,CL_Days_MaxLT32Temp,CL_Dep_AveTemp,CL_Dep_MaxTemp,CL_Dep_MinTemp,CL_Dep_Prec,CL_GR_Prec,CL_MAX_SLPress,CL_MaxTemp,CL_MeanTemp,CL_MinSLPress,CL_MinTemp,CL_SLPress,CL_StaPress,CL_Tot_Prec,CL_Tot_Snowfall,CL_ShortDur_005Prec,CL_ShortDur_060Prec,CL_ShortDur_180Prec,EC_Mdol_Imports_N,EC_NPer_Unemp_N,EC_NPer_Emp_N,EC_Perc_LaborPartic_S,EC_N1UnitHU_Permit_S,EC_NTotHU_Permit_S,EC_TPer_Const_N,EC_TPer_EducHealth_N,EC_TPer_Fin_N,EC_TPer_Mfg_N,EC_TPer_NonFarm_N,EC_CoincEconActInd_S,EC_Perc_Unemp_N,EC_Tper_3MoCh_NonFarm_S,EC_TPer_TotPri_S,EC_Tper_3MoCh_TotPri_S,EC_TPer_TranUtil_S,EC_TPer_LeisHosp_S,EC_TPer_StateGov_S,EC_TPer_TotPri_N,EC_TPer_TranUtil_N,EC_TPer_LeisHosp_N,EC_TPer_StateGov_N
2019-01-01,47538,190940703.0,19355,159443345.0,4320,105914983.0,49,8695126.0,10.0,7.0,27.0,0.0,0.0,9.0,-0.1,0.2,-0.5,2.62,2.33,30.6,37.6,29.1,29.18,20.5,30.01,29.95,6.48,1.6,0.2,0.78,1.26,1069.503751,26306,530031,64.6,67.11809326,86.65006658,18.2,105.9,34.9,39.9,490.1,125.08,4.7,0.5,438.8,0.5,12.3,7.7,20.2,424.4,12.2,6.0,20.6
2019-02-01,37796,168777967.9,17745,168007427.3,3715,111443435.4,35,9976749.2,12.0,11.0,26.0,0.0,0.0,5.0,0.4,-0.2,1.1,0.65,1.17,30.66,40.1,32.4,29.27,24.7,30.1,30.04,3.94,9.7,0.05,0.28,0.61,873.945525,24132,533730,64.6,74.45738276,89.65015134,17.8,109.4,35.2,39.8,494.1,125.49,4.3,0.5,438.3,0.4,12.4,7.8,20.2,428.3,12.2,6.2,20.6
2019-03-01,47562,198567739.0,19375,179843738.0,4303,118728581.0,47,9913311.0,9.0,7.0,22.0,0.0,0.0,3.0,-2.2,-2.2,-2.1,-1.63,1.2,30.55,45.6,36.7,29.14,27.9,30.09,30.02,3.38,11.8,0.0,0.0,0.0,936.416243,21828,531535,64.5,48.77267384,66.13539405,18.2,110.4,35.0,39.8,494.7,125.9,3.9,0.3,437.7,0.2,12.0,7.7,20.3,428.4,11.9,6.2,20.8
2019-04-01,47591,184519347.0,19368,164248152.0,4318,117112067.0,47,9155168.0,21.0,15.0,4.0,0.0,0.0,0.0,1.5,1.2,1.9,2.45,1.9,30.52,59.8,50.6,29.18,41.5,29.99,29.93,6.81,0.0,0.2,0.86,1.05,804.695182,17546,532626,64.5,80.12620413,95.74356345,19.8,111.5,35.0,39.8,502.6,126.35,3.2,-0.1,438.0,-0.3,12.5,7.8,20.4,436.3,12.3,7.2,20.9
2019-05-01,47615,201143695.0,19358,173512351.0,4325,135299449.0,47,11464910.0,21.0,8.0,0.0,0.0,0.0,0.0,-0.8,-1.8,0.1,-0.36,0.64,30.48,66.6,57.7,29.63,48.7,29.98,29.9,3.19,0.0,0.06,0.19,0.31,982.879349,18120,532975,64.5,82.67468626,91.84127145,20.5,110.8,35.1,39.8,508.5,126.56,3.3,0.0,438.3,0.0,12.6,8.0,20.3,441.8,12.6,8.3,21.0
2019-06-01,47578,250494173.0,19366,169175003.0,4338,134492562.0,46,9606452.0,14.0,9.0,0.0,1.0,0.0,0.0,0.1,-0.6,0.9,1.07,1.39,30.38,76.9,68.1,29.4,59.3,29.91,29.85,4.71,0.0,0.4,0.56,0.67,936.881743,18760,539473,64.6,74.67352129,86.55421011,20.9,105.9,35.5,40.2,508.6,126.52,3.4,0.2,438.0,0.1,12.8,8.0,20.3,444.4,13.0,9.5,18.8
2019-07-01,47577,338910841.3,19339,190254174.0,4323,147527179.7,48,10809632.24,8.0,5.0,0.0,9.0,0.0,0.0,3.1,3.2,3.0,0.56,1.81,30.31,86.0,76.6,29.65,67.2,29.95,29.88,3.47,0.0,0.0,0.0,0.0,1163.995561,22215,541994,64.7,94.15824863,115.3639535,21.0,105.8,35.9,39.5,505.4,126.77,3.9,0.4,439.6,0.5,12.4,8.0,20.3,444.5,11.8,10.3,18.8
2019-08-01,47555,422540024.0,19343,207057134.0,4332,175754396.0,47,11207950.0,11.0,8.0,0.0,2.0,0.0,0.0,1.0,1.1,0.8,-1.27,0.84,30.32,82.5,73.3,29.65,64.0,29.97,29.9,2.33,0.0,0.25,0.44,0.44,1043.272137,21748,540107,64.8,66.81674016,65.87861466,21.1,105.8,35.5,40.1,505.6,126.97,3.9,0.6,439.9,0.5,12.6,8.0,20.2,444.7,12.1,10.0,18.7
2019-09-01,47561,320806893.0,19347,173196296.0,4351,146842767.0,48,10315234.0,8.0,4.0,0.0,0.0,0.0,0.0,1.2,1.9,0.3,-2.76,0.36,30.5,76.1,65.9,29.64,55.6,30.1,30.03,1.16,0.0,0.13,0.29,0.36,980.713958,17343,542458,65.0,98.68825179,130.2937415,20.9,109.5,35.4,39.8,509.7,127.13,3.1,0.3,438.8,0.3,12.7,7.8,20.2,443.2,12.9,8.6,20.9
2019-10-01,47599,273200881.0,19372,179941169.0,4352,140261527.0,47,10089368.0,15.0,10.0,0.0,0.0,0.0,0.0,2.0,0.3,3.7,1.72,1.84,30.46,63.6,55.6,28.85,47.6,30.06,30.0,5.65,0.0,0.0,0.0,0.0,930.761858,16486,546963,65.0,86.73760185,101.1949226,20.8,111.3,35.5,39.9,509.8,127.32,2.9,-0.1,439.2,-0.1,12.9,8.0,20.2,443.4,13.1,8.3,20.8
2019-11-01,47609,203344657.0,19371,166614927.0,4336,119273433.0,48,8275588.0,12.0,6.0,15.0,0.0,0.0,1.0,-4.0,-3.4,-4.6,-1.77,1.43,30.51,49.8,40.5,29.07,31.1,30.02,29.96,2.74,0.0,0.12,0.45,0.81,839.004028,18717,547000,65.1,62.65442349,95.56884763,20.7,112.0,35.5,40.0,510.3,127.54,3.3,0.0,440.1,0.1,13.1,8.1,20.1,443.9,13.4,7.4,20.6
2019-12-01,47609,183543791.0,19369,166542252.0,4313,106880710.0,48,10263069.0,13.0,11.0,24.0,0.0,0.0,2.0,0.4,0.1,0.7,3.89,2.08,30.73,42.4,34.7,29.18,27.0,30.03,29.98,8.11,8.0,0.0,0.0,0.0,983.427849,18854,545545,65.1,84.68282379,120.7180729,20.0,111.4,35.5,40.0,508.5,127.7,3.3,0.1,439.5,0.2,13.2,8.6,20.2,442.1,14.1,7.6,20.6
2020-01-01,47638,200949340.0,19400,169551127.0,4317,111381374.0,48,8696891.0,9.0,4.0,21.0,0.0,0.0,4.0,6.7,6.6,6.8,-2.6,0.42,30.77,44.0,35.9,29.44,27.8,30.08,30.01,1.26,3.6,0.0,0.0,0.0,824.662994,24384,535466,65.0,93.29049931,115.5928766,18.5,107.4,35.4,39.6,493.0,127.46,4.4,0.4,440.4,0.4,13.5,8.1,20.4,426.8,13.5,6.3,20.8
2020-02-01,47655,172772293.0,19409,152251653.0,4324,100378406.0,48,8472072.0,11.0,6.0,20.0,0.0,0.0,1.0,4.3,4.1,4.6,-0.08,0.85,30.66,44.4,36.3,28.75,28.2,29.99,29.93,3.21,0.0,0.05,0.26,0.56,853.908112,24047,538381,65.0,95.6272252,113.2241692,18.3,111.2,35.6,39.8,497.9,127.26,4.3,0.6,441.7,0.5,13.4,8.2,20.5,431.6,13.2,6.6,20.9
2020-03-01,47675,189554083.0,19422,165497012.0,4316,110288404.0,47,10649740.0,15.0,7.0,12.0,0.0,0.0,0.0,4.7,5.0,4.4,-0.11,1.77,30.75,52.8,43.6,29.36,34.4,30.11,30.04,4.9,0.4,0.0,0.0,0.0,933.979794,27014,531172,65.1,73.80193079,99.65307592,18.5,111.2,35.2,39.6,493.9,127.24,4.8,-0.9,436.9,-0.9,13.6,8.0,20.3,427.7,13.5,6.4,20.8
2020-04-01,49364,199149186.5,19489,175031281.9,4387,86374394.92,79,7954232.0,14.0,11.0,6.0,0.0,0.0,0.0,-3.6,-4.9,-2.3,1.09,1.52,30.36,53.7,45.5,29.07,37.3,29.86,29.78,5.45,1.2,0.1,0.32,0.6,460.195882,94316,443255,63.2,69.51323983,78.61073114,15.7,92.4,33.7,33.2,399.3,95.46,17.5,-35.5,336.1,-34.8,9.8,3.4,21.1,335.2,9.6,2.8,21.7
2020-05-01,47736,200910923.0,19450,169526832.0,4348,69200480.0,47,8430828.0,13.0,6.0,0.0,0.0,0.0,0.0,-0.5,-0.2,-0.7,-0.58,1.24,30.49,68.2,58.0,29.46,47.9,30.02,29.95,2.97,0.0,0.06,0.41,0.79,317.775306,70540,448432,60.3,62.12252246,88.79164701,18.0,94.5,33.6,35.2,419.4,104.69,13.6,-31.0,351.5,-30.1,9.7,3.5,21.1,355.1,9.8,3.9,21.9
2020-06-01,47758,278078088.0,19467,183730911.0,4363,91149425.0,49,7497541.0,8.0,6.0,0.0,1.0,0.0,0.0,1.9,2.6,1.4,-1.03,0.82,30.45,80.1,69.9,29.54,59.8,29.98,29.91,2.61,0.0,0.19,0.57,0.72,618.588262,52775,462639,59.4,84.18875349,122.4877914,19.1,94.3,33.9,36.6,441.4,107.12,10.2,-22.0,373.9,-21.0,10.9,4.3,20.8,380.5,11.1,5.8,19.3
2020-07-01,47752,502364953.0,19467,233068602.0,4363,149156638.0,49,11788039.0,9.0,3.0,0.0,13.0,0.0,0.0,4.1,3.7,4.5,-1.62,0.82,30.36,86.5,77.6,29.64,68.7,29.94,29.87,1.67,0.0,0.33,0.77,0.84,699.619484,74281,464617,62.0,66.17676163,91.90597781,19.5,94.5,34.1,36.3,449.1,101.24,13.8,15.9,384.4,16.1,11.8,4.9,20.5,390.6,11.2,7.0,18.9
2020-08-01,47780,530962205.0,19475,247321413.0,4363,169742949.0,49,9208508.0,9.0,6.0,0.0,9.0,0.0,0.0,3.3,3.5,3.2,-1.89,0.46,30.19,84.9,75.6,29.44,66.4,29.95,29.88,1.71,0.0,0.28,0.47,0.47,755.55046,67083,468143,61.4,89.67367112,99.35073176,19.8,95.8,34.2,37.2,457.9,104.79,12.5,14.3,393.9,14.1,12.5,5.2,20.6,398.8,11.7,7.2,19.0
2020-09-01,47788,360238643.0,19467,171233020.0,4364,122543037.0,49,8111379.0,7.0,3.0,0.0,0.0,0.0,0.0,1.3,1.5,1.0,-2.72,0.54,30.58,75.7,66.0,29.49,56.3,30.09,30.03,1.2,0.0,0.11,0.31,0.4,829.371137,57597,500255,64.5,84.4577637,127.8305367,19.9,100.1,34.2,37.5,467.8,108.26,10.3,8.9,400.2,8.8,12.4,5.6,19.5,404.3,12.5,6.4,20.2
2020-10-01,47768,319768123.0,19457,177901156.0,4358,123226597.0,49,8673471.0,10.0,8.0,2.0,0.0,0.0,0.0,1.7,1.0,2.5,1.74,1.92,30.55,64.3,55.3,29.51,46.4,30.1,30.03,5.67,1.6,0.11,0.36,0.76,732.114645,34464,500940,62.0,69.72080557,114.7735886,20.0,101.2,34.4,37.6,467.9,116.03,6.4,5.0,399.5,5.0,12.9,5.3,20.2,404.8,13.1,5.5,20.5
2020-11-01,47765,234876870.0,19450,183840725.0,4344,113445301.0,48,8391146.0,9.0,6.0,10.0,0.0,0.0,0.0,3.8,5.8,1.8,1.47,2.74,30.64,59.0,48.3,29.55,37.5,30.14,30.06,5.98,0.0,0.24,0.78,1.14,782.297661,41554,499532,62.3,83.74404816,120.2123603,20.2,101.8,34.0,37.8,467.8,114.83,7.7,2.1,401.4,2.5,12.8,5.1,20.3,404.6,13.3,4.3,20.5
2020-12-01,47805,191689092.0,19469,173155620.0,4350,89781804.0,49,7926878.0,10.0,8.0,23.0,0.0,0.0,3.0,1.6,1.8,1.4,3.86,2.95,30.5,44.1,35.9,29.27,27.7,29.99,29.93,8.08,8.4,0.22,0.85,1.16,998.58304,41962,497303,62.3,93.72598767,125.3522994,19.7,99.6,33.9,37.9,458.3,115.41,7.8,-1.6,396.4,-1.3,12.5,4.9,19.7,395.9,13.5,3.6,19.8
2021-01-01,47810,199616449.0,19451,161777507.0,4332,87665906.0,47,7874203.0,8.0,3.0,27.0,0.0,0.0,4.0,2.9,1.9,3.9,-1.82,1.34,30.54,39.3,32.1,29.26,24.9,29.95,29.88,2.04,5.0,0.06,0.27,0.63,663.686969,45941,495085,62.5,93.03434345,129.7065649,18.4,98.0,33.8,37.6,448.5,117.44,8.5,0.4,401.5,0.7,13.2,5.7,19.4,386.5,13.1,3.8,19.5
2021-02-01,47843,165952390.0,19478,150743894.0,4346,79787388.0,48,9640359.0,15.0,7.0,25.0,0.0,0.0,6.0,0.4,-1.3,2.2,0.2,0.73,30.51,39.0,32.4,29.31,25.8,30.06,29.98,3.49,16.2,0.04,0.19,0.45,660.532201,42248,494511,62.3,89.79106089,123.50243,17.8,101.4,33.8,37.8,452.4,117.57,7.9,0.3,402.6,0.4,12.7,5.4,19.7,390.0,12.3,4.0,19.8
2021-03-01,47828,167312812.0,19444,144579162.0,4352,86518104.0,47,6061844.0,9.0,5.0,21.0,0.0,0.0,2.0,2.2,4.0,0.5,-1.34,1.5,30.58,51.8,41.1,29.42,30.5,30.11,30.03,3.67,0.0,0.13,0.87,1.22,878.450626,38993,500713,62.7,96.13675878,135.2469353,18.4,102.8,34.1,38.4,457.6,118.7,7.2,3.1,405.6,3.1,12.7,5.3,19.4,395.1,12.3,4.0,19.6
2021-04-01,49444,160320883.2,19462,140999660.6,4415,81404069.56,76,6973529.2,11.0,5.0,3.0,0.0,0.0,0.0,1.4,1.9,1.0,-1.11,1.64,30.3,60.5,50.5,29.29,40.6,29.86,29.79,3.25,0.0,0.08,0.28,0.6,725.328193,26944,506409,62.5,132.3912006,157.1556221,20.5,102.1,34.5,38.5,465.0,120.57,5.1,1.6,406.0,1.5,12.3,5.2,19.5,402.2,11.8,4.1,19.8
2021-05-01,49410,174216264.0,19499,154818841.0,4399,87705619.0,72,7171600.0,13.0,9.0,0.0,1.0,0.0,0.0,1.4,1.8,1.1,1.09,1.92,30.53,70.2,59.9,29.52,49.7,30.05,29.98,4.64,0.0,0.05,0.32,0.77,824.070098,29453,506993,62.5,88.23524617,112.7877193,21.7,100.9,34.5,39.3,472.8,121.6,5.5,1.6,407.9,1.8,12.2,5.2,19.4,409.9,11.9,5.3,19.9
2021-06-01,49305,217588615.0,19409,158458040.0,4414,104438382.0,70,8573763.0,8.0,6.0,0.0,7.0,0.0,0.0,4.0,4.5,3.6,-0.79,1.05,30.42,82.0,72.0,29.61,62.0,29.99,29.93,2.85,0.0,0.32,0.72,0.79,802.231084,31134,505767,62.1,90.01659832,142.9284762,22.5,99.9,35.0,39.9,481.0,122.35,5.8,1.4,410.3,1.6,12.8,6.4,18.7,419.1,12.8,8.2,19.0
